,SMB,HML,Regression L2_SMB_return,Regression L1_SMB_return,SVM_SMB_return,RF_SMB_return,MLP_SMB_return,KNN_SMB_return,LSTM_SMB_return,GB_SMB_return,AdaB_SMB_return,GRU_12_SMB_return,Regression L2_HML_return,Regression L1_HML_return,SVM_HML_return,RF_HML_return,MLP_HML_return,KNN_HML_return,LSTM_HML_return,GB_HML_return,Adab_HML_return,GRU_12_HML_return,Regression L2_SMB_or_HML_return,Regression L1_SMB_or_HML_return,SVM_SMB_or_HML_return,RF_SMB_or_HML_return,MLP_SMB_or_HML_return,KNN_SMB_or_HML_return,LSTM_SMB_or_HML_return,GB_SMB_or_HML_return,Adab_SMB_or_HML_return,GRU_12_SMB_or_HML_return
200708,-0.0013,-0.0224,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,-0.0013,-0.0013,0.0013,-0.0224,-0.0224,-0.0224,0.0224,-0.0224,0.0224,-0.0224,0.0224,0.0224,-0.0224,-0.0224,-0.0224,-0.0224,-0.0224,-0.0224,-0.0224,-0.0224,-0.0013,-0.0224,-0.0224
200709,-0.0229,-0.0187,-0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,-0.0187,-0.0187,-0.0187,0.0187,-0.0187,-0.0187,-0.0187,0.0187,0.0187,-0.0187,-0.0229,-0.0187,-0.0187,-0.0187,-0.0187,-0.0187,-0.0187,-0.0187,-0.0187,-0.0229
200710,0.0022,-0.0259,0.0022,0.0022,0.0022,-0.0022,-0.0022,0.0022,-0.0022,-0.0022,0.0022,-0.0022,0.0259,0.0259,-0.0259,0.0259,-0.0259,-0.0259,0.0259,-0.0259,0.0259,0.0259,0.0022,0.0022,-0.0259,0.0022,-0.0259,-0.0259,0.0022,0.0022,0.0022,0.0022
200711,-0.0263,-0.0118,-0.0263,-0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0118,0.0118,-0.0118,0.0118,-0.0118,-0.0118,0.0118,-0.0118,-0.0118,0.0118,-0.0263,-0.0263,-0.0118,-0.0263,-0.0118,-0.0118,-0.0263,-0.0118,-0.0118,-0.0263
200712,0.002,-0.0052,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0.0052,0.0052,-0.0052,0.0052,-0.0052,0.0052,0.0052,-0.0052,-0.0052,0.0052,0.002,0.002,-0.0052,-0.0052,-0.0052,-0.0052,0.002,-0.0052,-0.0052,0.002
200801,-0.0089,0.0365,-0.0089,-0.0089,-0.0089,-0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,-0.0365,-0.0365,0.0365,-0.0365,0.0365,-0.0365,-0.0365,0.0365,0.0365,-0.0365,-0.0089,-0.0089,0.0365,0.0365,0.0365,0.0365,-0.0089,-0.0089,-0.0089,-0.0089
200802,-0.0023,-0.0095,-0.0023,-0.0023,0.0023,-0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0095,0.0095,-0.0095,0.0095,-0.0095,0.0095,0.0095,-0.0095,0.0095,0.0095,-0.0023,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0023,-0.0023,-0.0095,-0.0023
200803,0.0094,-0.0015,0.0094,0.0094,0.0094,0.0094,-0.0094,-0.0094,0.0094,-0.0094,-0.0094,0.0094,0.0015,0.0015,-0.0015,0.0015,-0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0094,0.0094,-0.0015,0.0094,-0.0015,-0.0015,0.0094,0.0094,0.0094,0.0094
200804,-0.0164,-0.0096,-0.0164,-0.0164,-0.0164,-0.0164,0.0164,0.0164,-0.0164,0.0164,0.0164,-0.0164,0.0096,0.0096,-0.0096,0.0096,-0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,-0.0164,-0.0164,-0.0096,-0.0096,-0.0096,-0.0096,-0.0164,-0.0164,-0.0096,-0.0164
200805,0.0322,-0.0138,0.0322,0.0322,0.0322,0.0322,-0.0322,0.0322,0.0322,-0.0322,-0.0322,0.0322,0.0138,0.0138,-0.0138,0.0138,-0.0138,0.0138,0.0138,-0.0138,0.0138,0.0138,0.0322,0.0322,-0.0138,0.0322,-0.0138,0.0322,0.0322,0.0322,0.0322,0.0322
200806,0.0127,-0.0243,0.0127,0.0127,0.0127,0.0127,-0.0127,0.0127,0.0127,-0.0127,-0.0127,0.0127,0.0243,0.0243,-0.0243,0.0243,-0.0243,0.0243,0.0243,-0.0243,0.0243,0.0243,0.0127,0.0127,-0.0243,0.0127,-0.0243,-0.0243,0.0127,-0.0243,0.0127,0.0127
200807,0.0247,0.0581,0.0247,0.0247,-0.0247,-0.0247,-0.0247,0.0247,0.0247,-0.0247,-0.0247,0.0247,-0.0581,-0.0581,0.0581,-0.0581,0.0581,-0.0581,-0.0581,0.0581,-0.0581,-0.0581,0.0247,0.0247,0.0581,0.0247,0.0581,0.0581,0.0247,0.0581,0.0581,0.0247
200808,0.0361,0.0156,0.0361,0.0361,0.0361,0.0361,-0.0361,-0.0361,0.0361,-0.0361,-0.0361,0.0361,0.0156,0.0156,0.0156,-0.0156,0.0156,-0.0156,-0.0156,-0.0156,-0.0156,-0.0156,0.0361,0.0361,0.0156,0.0156,0.0156,0.0156,0.0361,0.0156,0.0361,0.0361
200809,-0.0113,0.0633,-0.0113,-0.0113,-0.0113,-0.0113,0.0113,0.0113,-0.0113,0.0113,0.0113,-0.0113,-0.0633,0.0633,0.0633,0.0633,0.0633,-0.0633,-0.0633,-0.0633,0.0633,-0.0633,-0.0113,-0.0113,0.0633,-0.0113,0.0633,0.0633,-0.0113,0.0633,-0.0113,-0.0113
200810,-0.0234,-0.029,-0.0234,-0.0234,0.0234,-0.0234,0.0234,0.0234,-0.0234,0.0234,0.0234,-0.0234,-0.029,-0.029,-0.029,-0.029,-0.029,0.029,0.029,0.029,0.029,-0.029,-0.0234,-0.0234,-0.029,-0.029,-0.029,-0.0234,-0.029,-0.029,-0.0234,-0.0234
200811,-0.0299,-0.0594,-0.0299,-0.0299,0.0299,0.0299,0.0299,-0.0299,-0.0299,0.0299,0.0299,-0.0299,0.0594,0.0594,-0.0594,0.0594,-0.0594,0.0594,0.0594,0.0594,0.0594,-0.0594,-0.0299,-0.0299,-0.0594,-0.0594,-0.0594,-0.0299,-0.0299,-0.0299,-0.0299,-0.0299
200812,0.0359,-0.0024,0.0359,0.0359,0.0359,0.0359,-0.0359,0.0359,0.0359,0.0359,-0.0359,0.0359,0.0024,0.0024,-0.0024,0.0024,-0.0024,0.0024,0.0024,0.0024,0.0024,-0.0024,0.0359,0.0359,-0.0024,0.0359,-0.0024,0.0359,0.0359,0.0359,0.0359,0.0359
200901,-0.0001,-0.111,-0.0001,-0.0001,-0.0001,-0.0001,0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,0.111,0.111,0.111,-0.111,-0.0001,-0.0001,-0.111,-0.0001,-0.111,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
200902,0.0016,-0.0725,0.0016,0.0016,0.0016,0.0016,-0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0725,0.0725,-0.0725,0.0725,-0.0725,0.0725,0.0725,0.0725,0.0725,-0.0725,0.0016,0.0016,-0.0725,0.0016,-0.0725,-0.0725,0.0016,0.0016,0.0016,0.0016
200903,-0.0008,0.0352,-0.0008,-0.0008,-0.0008,-0.0008,0.0008,0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0352,-0.0352,0.0352,0.0352,0.0352,-0.0352,-0.0352,-0.0352,-0.0352,0.0352,-0.0008,-0.0008,0.0352,-0.0008,0.0352,0.0352,-0.0008,-0.0008,-0.0008,-0.0008
200904,0.0483,0.0546,0.0483,0.0483,0.0483,0.0483,-0.0483,0.0483,0.0483,0.0483,0.0483,0.0483,0.0546,0.0546,0.0546,0.0546,0.0546,-0.0546,-0.0546,-0.0546,-0.0546,0.0546,0.0483,0.0483,0.0546,0.0483,0.0546,0.0483,0.0483,0.0483,0.0483,0.0483
200905,-0.0233,-0.0021,-0.0233,-0.0233,-0.0233,-0.0233,0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0233,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,0.0021,0.0021,0.0021,-0.0021,-0.0233,-0.0233,-0.0021,-0.0233,-0.0021,-0.0021,-0.0233,-0.0233,-0.0233,-0.0233
200906,0.0261,-0.0271,0.0261,0.0261,0.0261,0.0261,0.0261,0.0261,0.0261,0.0261,0.0261,0.0261,0.0271,0.0271,-0.0271,0.0271,-0.0271,0.0271,0.0271,0.0271,0.0271,-0.0271,0.0261,0.0261,-0.0271,0.0261,-0.0271,0.0261,0.0261,0.0261,0.0261,0.0261
200907,0.0207,0.0527,0.0207,0.0207,-0.0207,0.0207,0.0207,0.0207,0.0207,-0.0207,0.0207,0.0207,-0.0527,-0.0527,0.0527,-0.0527,0.0527,-0.0527,-0.0527,-0.0527,-0.0527,0.0527,0.0207,0.0207,0.0527,0.0207,0.0527,0.0527,0.0207,0.0207,0.0207,0.0207
200908,-0.009,0.0776,-0.009,-0.009,-0.009,-0.009,-0.009,0.009,-0.009,-0.009,-0.009,-0.009,-0.0776,0.0776,0.0776,0.0776,0.0776,-0.0776,-0.0776,-0.0776,-0.0776,0.0776,-0.009,-0.009,0.0776,-0.009,0.0776,0.0776,-0.009,0.0776,0.0776,-0.009
200909,0.0245,0.0092,0.0245,0.0245,-0.0245,0.0245,0.0245,-0.0245,0.0245,0.0245,0.0245,0.0245,-0.0092,0.0092,0.0092,0.0092,0.0092,-0.0092,-0.0092,0.0092,0.0092,0.0092,0.0245,0.0245,0.0092,0.0245,0.0092,0.0092,0.0245,0.0245,0.0092,0.0245
200910,-0.0423,-0.0418,-0.0423,-0.0423,0.0423,-0.0423,-0.0423,0.0423,-0.0423,-0.0423,0.0423,-0.0423,0.0418,0.0418,-0.0418,-0.0418,-0.0418,0.0418,-0.0418,-0.0418,-0.0418,-0.0418,-0.0423,-0.0423,-0.0418,-0.0423,-0.0418,-0.0418,-0.0418,-0.0423,-0.0418,-0.0423
200911,-0.0249,-0.0017,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,0.0249,-0.0249,0.0017,0.0017,-0.0017,0.0017,-0.0017,0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0249,-0.0249,-0.0017,-0.0249,-0.0017,-0.0249,-0.0017,-0.0249,-0.0017,-0.0249
200912,0.0611,0.0001,0.0611,0.0611,-0.0611,0.0611,0.0611,0.0611,0.0611,0.0611,0.0611,0.0611,0.0001,-0.0001,0.0001,-0.0001,0.0001,-0.0001,0.0001,0.0001,0.0001,0.0001,0.0611,0.0611,0.0001,0.0611,0.0001,0.0611,0.0001,0.0611,0.0001,0.0611
201001,0.0038,0.0031,0.0038,-0.0038,-0.0038,0.0038,0.0038,-0.0038,0.0038,-0.0038,0.0038,0.0038,0.0031,-0.0031,0.0031,-0.0031,0.0031,-0.0031,0.0031,0.0031,0.0031,0.0031,0.0038,0.0038,0.0031,0.0038,0.0031,0.0031,0.0031,0.0038,0.0031,0.0038
201002,0.0121,0.0317,-0.0121,-0.0121,-0.0121,-0.0121,0.0121,-0.0121,0.0121,0.0121,0.0121,-0.0121,0.0317,0.0317,0.0317,-0.0317,0.0317,-0.0317,0.0317,-0.0317,0.0317,0.0317,0.0121,0.0121,0.0317,0.0121,0.0317,0.0317,0.0121,0.0121,0.0317,0.0121
201003,0.0143,0.021,0.0143,0.0143,-0.0143,0.0143,0.0143,-0.0143,0.0143,0.0143,0.0143,-0.0143,0.021,0.021,0.021,0.021,0.021,-0.021,0.021,-0.021,0.021,0.021,0.0143,0.0143,0.021,0.0143,0.021,0.021,0.0143,0.0143,0.021,0.0143
201004,0.0498,0.0281,0.0498,0.0498,-0.0498,0.0498,0.0498,-0.0498,0.0498,0.0498,0.0498,0.0498,0.0281,0.0281,0.0281,0.0281,0.0281,-0.0281,0.0281,0.0281,0.0281,0.0281,0.0498,0.0498,0.0281,0.0498,0.0281,0.0281,0.0498,0.0498,0.0498,0.0498
201005,0.0005,-0.0238,-0.0005,-0.0005,-0.0005,0.0005,0.0005,-0.0005,0.0005,0.0005,0.0005,-0.0005,-0.0238,-0.0238,-0.0238,0.0238,-0.0238,-0.0238,-0.0238,-0.0238,-0.0238,-0.0238,-0.0238,0.0005,-0.0238,0.0005,-0.0238,-0.0238,-0.0238,0.0005,-0.0238,0.0005
201006,-0.0198,-0.045,0.0198,0.0198,0.0198,-0.0198,0.0198,-0.0198,-0.0198,-0.0198,-0.0198,0.0198,-0.045,-0.045,-0.045,0.045,-0.045,0.045,-0.045,-0.045,-0.045,-0.045,-0.045,-0.0198,-0.045,-0.045,-0.0198,-0.045,-0.045,-0.0198,-0.045,-0.045
201007,0.0017,-0.0026,-0.0017,-0.0017,0.0017,0.0017,-0.0017,0.0017,0.0017,0.0017,0.0017,-0.0017,-0.0026,0.0026,-0.0026,0.0026,-0.0026,0.0026,-0.0026,0.0026,-0.0026,-0.0026,-0.0026,0.0017,-0.0026,0.0017,0.0017,0.0017,-0.0026,0.0017,-0.0026,-0.0026
201008,-0.03,-0.0196,-0.03,0.03,-0.03,-0.03,0.03,-0.03,-0.03,-0.03,-0.03,0.03,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.0196,-0.03,-0.0196,-0.03,-0.03,-0.03,-0.0196,-0.03,-0.03,-0.0196
201009,0.0392,-0.0312,-0.0392,-0.0392,-0.0392,0.0392,-0.0392,0.0392,0.0392,0.0392,0.0392,-0.0392,-0.0312,0.0312,-0.0312,0.0312,-0.0312,-0.0312,-0.0312,-0.0312,-0.0312,-0.0312,-0.0312,0.0392,-0.0312,0.0392,0.0392,-0.0312,-0.0312,0.0392,-0.0312,-0.0312
201010,0.0114,-0.0259,0.0114,0.0114,0.0114,0.0114,-0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,-0.0259,-0.0259,-0.0259,0.0259,-0.0259,-0.0259,0.0259,-0.0259,-0.0259,-0.0259,0.0114,0.0114,-0.0259,0.0114,0.0114,-0.0259,-0.0259,0.0114,0.0114,-0.0259
201011,0.0371,-0.009,0.0371,0.0371,0.0371,0.0371,-0.0371,0.0371,0.0371,-0.0371,0.0371,0.0371,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,0.009,0.009,-0.009,-0.009,0.0371,0.0371,-0.009,0.0371,0.0371,0.0371,-0.009,0.0371,0.0371,-0.009
201012,0.0069,0.0382,0.0069,0.0069,0.0069,0.0069,-0.0069,0.0069,0.0069,0.0069,0.0069,-0.0069,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,-0.0382,-0.0382,0.0382,0.0382,0.0069,0.0069,0.0382,0.0069,0.0069,0.0069,0.0382,0.0069,0.0069,0.0382
201101,-0.0246,0.0083,-0.0246,-0.0246,-0.0246,-0.0246,0.0246,-0.0246,-0.0246,-0.0246,-0.0246,0.0246,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,-0.0083,-0.0083,0.0083,0.0083,0.0083,-0.0246,0.0083,-0.0246,-0.0246,-0.0246,0.0083,-0.0246,-0.0246,0.0083
201102,0.0152,0.0108,0.0152,0.0152,0.0152,0.0152,-0.0152,0.0152,0.0152,-0.0152,0.0152,-0.0152,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,-0.0108,-0.0108,0.0108,0.0108,0.0152,0.0152,0.0108,0.0152,0.0152,0.0152,0.0108,0.0152,0.0152,0.0108
201103,0.026,-0.0157,0.026,0.026,0.026,0.026,-0.026,-0.026,0.026,0.026,0.026,-0.026,-0.0157,-0.0157,-0.0157,-0.0157,-0.0157,-0.0157,0.0157,0.0157,-0.0157,-0.0157,0.026,0.026,-0.0157,0.026,0.026,-0.0157,-0.0157,-0.0157,-0.0157,-0.0157
201104,-0.0035,-0.0253,-0.0035,-0.0035,-0.0035,-0.0035,0.0035,-0.0035,-0.0035,-0.0035,-0.0035,0.0035,-0.0253,-0.0253,-0.0253,-0.0253,-0.0253,-0.0253,0.0253,0.0253,-0.0253,-0.0253,-0.0035,-0.0035,-0.0253,-0.0035,-0.0035,-0.0253,-0.0253,-0.0035,-0.0253,-0.0253
201105,-0.0071,-0.0207,-0.0071,-0.0071,-0.0071,-0.0071,0.0071,-0.0071,-0.0071,-0.0071,-0.0071,0.0071,-0.0207,0.0207,-0.0207,-0.0207,-0.0207,-0.0207,0.0207,0.0207,0.0207,-0.0207,-0.0071,-0.0071,-0.0207,-0.0071,-0.0071,-0.0071,-0.0207,-0.0071,-0.0207,-0.0207
201106,-0.0017,-0.0033,-0.0017,-0.0017,-0.0017,0.0017,0.0017,0.0017,-0.0017,-0.0017,0.0017,0.0017,-0.0033,0.0033,-0.0033,0.0033,0.0033,-0.0033,0.0033,0.0033,0.0033,-0.0033,-0.0017,-0.0017,-0.0033,-0.0017,-0.0017,-0.0017,-0.0033,-0.0017,-0.0017,-0.0033
201107,-0.013,-0.0123,-0.013,-0.013,-0.013,0.013,0.013,0.013,-0.013,-0.013,-0.013,0.013,-0.0123,-0.0123,-0.0123,0.0123,0.0123,-0.0123,0.0123,0.0123,0.0123,-0.0123,-0.013,-0.013,-0.0123,-0.013,-0.013,-0.013,-0.0123,-0.013,-0.0123,-0.0123
201108,-0.0306,-0.0244,-0.0306,-0.0306,-0.0306,0.0306,0.0306,0.0306,-0.0306,-0.0306,0.0306,0.0306,-0.0244,0.0244,-0.0244,0.0244,0.0244,0.0244,0.0244,-0.0244,0.0244,-0.0244,-0.0306,-0.0306,-0.0244,-0.0306,-0.0306,-0.0306,-0.0244,-0.0244,-0.0244,-0.0244
201109,-0.0349,-0.0146,-0.0349,-0.0349,-0.0349,0.0349,0.0349,0.0349,-0.0349,-0.0349,-0.0349,0.0349,0.0146,0.0146,-0.0146,0.0146,0.0146,-0.0146,0.0146,0.0146,0.0146,-0.0146,-0.0349,-0.0349,-0.0146,-0.0349,-0.0349,-0.0349,-0.0146,-0.0349,-0.0146,-0.0349
201110,0.0341,-0.0017,-0.0341,-0.0341,0.0341,-0.0341,-0.0341,0.0341,-0.0341,0.0341,0.0341,-0.0341,0.0017,0.0017,-0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0341,0.0341,-0.0017,0.0341,0.0341,0.0341,-0.0017,-0.0017,-0.0017,0.0341
201111,-0.0017,-0.0034,-0.0017,-0.0017,-0.0017,-0.0017,0.0017,-0.0017,0.0017,0.0017,-0.0017,0.0017,0.0034,0.0034,-0.0034,0.0034,0.0034,-0.0034,0.0034,0.0034,0.0034,0.0034,-0.0017,-0.0017,-0.0034,-0.0017,-0.0034,-0.0034,-0.0034,-0.0034,-0.0017,-0.0017
201112,-0.0071,0.0175,-0.0071,-0.0071,-0.0071,-0.0071,0.0071,-0.0071,0.0071,-0.0071,-0.0071,0.0071,-0.0175,-0.0175,0.0175,-0.0175,-0.0175,-0.0175,-0.0175,-0.0175,-0.0175,-0.0175,-0.0071,-0.0071,0.0175,-0.0071,0.0175,0.0175,0.0175,-0.0071,-0.0071,-0.0071
201201,0.0215,-0.0111,0.0215,0.0215,0.0215,0.0215,-0.0215,0.0215,-0.0215,-0.0215,-0.0215,0.0215,0.0111,0.0111,-0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0215,0.0215,-0.0111,0.0215,-0.0111,-0.0111,0.0215,0.0215,0.0215,0.0215
201202,-0.0175,0.0009,-0.0175,-0.0175,-0.0175,-0.0175,0.0175,-0.0175,0.0175,0.0175,0.0175,-0.0175,-0.0009,-0.0009,0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0175,-0.0175,0.0009,-0.0175,0.0009,0.0009,-0.0175,-0.0175,0.0009,-0.0175
201203,-0.006,0.0087,-0.006,-0.006,-0.006,-0.006,0.006,0.006,0.006,-0.006,0.006,-0.006,-0.0087,-0.0087,0.0087,-0.0087,-0.0087,-0.0087,-0.0087,-0.0087,0.0087,-0.0087,-0.006,-0.006,0.0087,-0.006,0.0087,0.0087,-0.006,-0.006,-0.006,-0.006
201204,-0.0051,-0.0046,-0.0051,-0.0051,-0.0051,-0.0051,0.0051,-0.0051,0.0051,0.0051,-0.0051,-0.0051,0.0046,0.0046,-0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,-0.0046,0.0046,-0.0051,-0.0051,-0.0046,-0.0051,-0.0046,-0.0051,-0.0051,-0.0046,-0.0051,-0.0051
201205,0.0002,-0.0062,0.0002,0.0002,0.0002,-0.0002,-0.0002,0.0002,-0.0002,-0.0002,0.0002,0.0002,0.0062,0.0062,-0.0062,0.0062,0.0062,0.0062,0.0062,0.0062,-0.0062,0.0062,0.0002,0.0002,-0.0062,0.0002,-0.0062,-0.0062,0.0002,-0.0062,-0.0062,0.0002
201206,0.0077,0.0044,0.0077,-0.0077,-0.0077,-0.0077,-0.0077,0.0077,0.0077,-0.0077,-0.0077,0.0077,-0.0044,-0.0044,0.0044,-0.0044,0.0044,-0.0044,-0.0044,-0.0044,-0.0044,-0.0044,0.0077,0.0077,0.0044,0.0077,0.0077,0.0077,0.0077,0.0044,0.0077,0.0077
201207,-0.0259,-0.0026,-0.0259,-0.0259,-0.0259,-0.0259,0.0259,0.0259,-0.0259,0.0259,0.0259,-0.0259,0.0026,0.0026,-0.0026,0.0026,-0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,-0.0259,-0.0259,-0.0026,-0.0259,-0.0259,-0.0026,-0.0259,-0.0026,-0.0259,-0.0259
201208,0.0042,0.0132,0.0042,0.0042,0.0042,-0.0042,-0.0042,0.0042,0.0042,-0.0042,-0.0042,0.0042,-0.0132,-0.0132,0.0132,-0.0132,0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,0.0042,0.0042,0.0132,0.0042,0.0042,0.0042,0.0042,0.0132,0.0042,0.0042
201209,0.0051,0.0154,0.0051,0.0051,0.0051,-0.0051,-0.0051,-0.0051,0.0051,-0.0051,-0.0051,0.0051,-0.0154,-0.0154,0.0154,-0.0154,0.0154,0.0154,-0.0154,-0.0154,-0.0154,-0.0154,0.0051,0.0051,0.0154,0.0051,0.0051,0.0154,0.0051,0.0051,0.0051,0.0051
201210,-0.0114,0.0379,-0.0114,-0.0114,-0.0114,0.0114,0.0114,0.0114,-0.0114,-0.0114,-0.0114,-0.0114,0.0379,0.0379,0.0379,-0.0379,0.0379,-0.0379,0.0379,-0.0379,-0.0379,-0.0379,-0.0114,0.0379,0.0379,-0.0114,-0.0114,0.0379,0.0379,-0.0114,-0.0114,0.0379
201211,0.0058,-0.0096,0.0058,0.0058,-0.0058,-0.0058,-0.0058,-0.0058,0.0058,0.0058,0.0058,0.0058,-0.0096,-0.0096,-0.0096,0.0096,-0.0096,-0.0096,-0.0096,0.0096,-0.0096,0.0096,-0.0096,-0.0096,-0.0096,-0.0096,0.0058,-0.0096,0.0058,0.0058,-0.0096,-0.0096
201212,0.0147,0.0356,0.0147,0.0147,0.0147,-0.0147,-0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,-0.0356,-0.0356,0.0356,0.0356,0.0356,-0.0356,0.0356,-0.0356,0.0356,-0.0356,0.0147,0.0147,0.0356,0.0147,0.0147,0.0356,0.0147,0.0147,0.0147,0.0356
201301,0.0039,0.0095,0.0039,0.0039,0.0039,-0.0039,-0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0095,0.0095,0.0095,0.0095,0.0095,-0.0095,0.0095,-0.0095,-0.0095,-0.0095,0.0039,0.0095,0.0095,0.0095,0.0039,0.0039,0.0095,0.0039,0.0095,0.0095
201302,-0.0045,0.0003,-0.0045,-0.0045,-0.0045,-0.0045,0.0045,0.0045,-0.0045,0.0045,-0.0045,-0.0045,0.0003,0.0003,0.0003,0.0003,0.0003,-0.0003,0.0003,-0.0003,-0.0003,0.0003,-0.0045,-0.0045,0.0003,-0.0045,-0.0045,0.0003,0.0003,0.0003,-0.0045,0.0003
201303,0.0078,-0.0029,0.0078,0.0078,0.0078,-0.0078,-0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0029,-0.0029,-0.0029,-0.0029,-0.0029,-0.0029,-0.0029,0.0029,0.0029,-0.0029,0.0078,0.0078,-0.0029,0.0078,0.0078,0.0078,-0.0029,0.0078,0.0078,-0.0029
201304,-0.0242,0.0063,-0.0242,-0.0242,-0.0242,0.0242,0.0242,-0.0242,-0.0242,-0.0242,-0.0242,-0.0242,0.0063,0.0063,0.0063,0.0063,0.0063,-0.0063,0.0063,-0.0063,-0.0063,0.0063,-0.0242,-0.0242,0.0063,-0.0242,-0.0242,-0.0242,0.0063,-0.0242,-0.0242,0.0063
201305,0.0167,0.026,0.0167,0.0167,0.0167,-0.0167,-0.0167,0.0167,0.0167,-0.0167,0.0167,0.0167,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.026,0.026,0.026,0.0167,0.0167,0.026,0.0167,0.0167,0.026,0.026,0.0167,0.0167,0.026
201306,0.0122,-0.0018,0.0122,0.0122,0.0122,0.0122,0.0122,0.0122,0.0122,-0.0122,-0.0122,0.0122,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0018,-0.0018,0.0018,-0.0018,-0.0018,0.0122,-0.0018,-0.0018,-0.0018,0.0122,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018
201307,0.0186,0.0056,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,-0.0056,0.0056,0.0056,-0.0056,0.0056,-0.0056,0.0056,-0.0056,0.0056,0.0056,0.0186,0.0186,0.0056,0.0056,0.0186,0.0056,0.0056,0.0056,0.0056,0.0056
201308,0.003,-0.0278,0.003,0.003,0.003,0.003,0.003,-0.003,0.003,-0.003,0.003,0.003,-0.0278,-0.0278,-0.0278,-0.0278,-0.0278,0.0278,-0.0278,0.0278,-0.0278,-0.0278,0.003,0.003,-0.0278,0.003,0.003,-0.0278,-0.0278,-0.0278,-0.0278,-0.0278
201309,0.0293,-0.0119,0.0293,0.0293,-0.0293,-0.0293,0.0293,0.0293,0.0293,-0.0293,-0.0293,0.0293,-0.0119,-0.0119,-0.0119,0.0119,-0.0119,-0.0119,-0.0119,0.0119,-0.0119,-0.0119,0.0293,0.0293,-0.0119,-0.0119,0.0293,-0.0119,-0.0119,0.0293,0.0293,-0.0119
201310,-0.0149,0.0114,-0.0149,-0.0149,-0.0149,-0.0149,-0.0149,0.0149,-0.0149,0.0149,-0.0149,-0.0149,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,-0.0149,-0.0149,0.0114,-0.0149,-0.0149,0.0114,-0.0149,0.0114,0.0114,-0.0149
201311,0.0124,0.0024,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,-0.0124,0.0124,0.0124,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,-0.0024,0.0024,0.0024,0.0024,0.0124,0.0124,0.0024,0.0024,0.0124,0.0024,0.0124,0.0024,0.0024,0.0124
201312,-0.005,-0.0031,-0.005,-0.005,-0.005,-0.005,-0.005,0.005,-0.005,0.005,0.005,-0.005,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.005,-0.005,-0.0031,-0.0031,-0.005,-0.0031,-0.0031,-0.005,-0.0031,-0.0031
